,delta_gradient_vol
0,0.0
1,1.0
2,0.0
3,1.0
4,1.0
5,0.0
6,1.0
7,0.0
8,1.0
9,0.0
10,1.0
11,0.0
12,1.0
13,0.0
14,1.0
15,0.0
16,0.0
17,1.0
18,0.0
19,1.0
20,0.0
21,1.0
22,0.0
23,0.0
24,1.0
25,0.0
26,0.0
27,1.0
28,0.0
29,0.0
30,1.0
31,0.0
32,1.0
33,0.0
34,0.0
35,1.0
36,1.0
37,1.0
38,1.0
39,0.0
40,1.0
41,0.0
42,0.0
43,0.0
44,0.0
45,1.0
46,0.0
47,0.0
48,1.0
49,0.0
50,0.0
51,1.0
52,0.0
53,0.0
54,0.0
55,1.0
56,1.0
57,0.0
58,1.0
59,0.0
60,0.0
61,0.0
62,1.0
63,0.0
64,1.0
65,0.0
66,1.0
67,0.0
68,0.0
69,1.0
70,0.0
71,1.0
72,0.0
73,1.0
74,1.0
75,0.0
76,1.0
77,0.0
78,1.0
79,0.0
80,0.0
81,1.0
82,0.0
83,1.0
84,1.0
85,0.0
86,1.0
87,0.0
88,1.0
89,0.0
90,1.0
91,0.0
92,1.0
93,0.0
94,0.0
95,1.0
96,0.0
97,1.0
98,0.0
99,0.0
100,1.0
101,1.0
102,0.0
103,1.0
104,0.0
105,1.0
106,0.0
107,1.0
108,1.0
109,0.0
110,0.0
111,0.0
112,1.0
113,0.0
114,1.0
115,1.0
116,0.0
117,1.0
118,0.0
119,1.0
120,1.0
121,0.0
122,0.0
123,0.0
124,1.0
125,1.0
126,0.0
127,1.0
128,0.0
129,1.0
130,1.0
131,0.0
132,1.0
133,0.0
134,1.0
135,1.0
136,0.0
137,0.0
138,0.0
139,1.0
140,0.0
141,1.0
142,0.0
143,1.0
144,0.0
145,1.0
146,0.0
147,0.0
148,0.0
149,1.0
150,1.0
151,0.0
152,0.0
153,1.0
154,0.0
155,1.0
156,0.0
157,1.0
158,0.0
159,0.0
160,0.0
161,1.0
162,0.0
163,1.0
164,0.0
165,1.0
166,1.0
167,0.0
168,1.0
169,1.0
170,0.0
171,1.0
172,0.0
173,0.0
174,1.0
175,1.0
176,1.0
177,0.0
178,1.0
179,0.0
180,1.0
181,0.0
182,1.0
183,0.0
184,0.0
185,1.0
186,0.0
187,0.0
188,0.0
189,0.0
190,1.0
191,0.0
192,1.0
193,0.0
194,1.0
195,0.0
196,1.0
197,0.0
198,1.0
199,1.0
200,0.0
201,1.0
202,1.0
203,0.0
204,1.0
205,0.0
206,1.0
207,0.0
208,1.0
209,1.0
210,0.0
211,1.0
212,0.0
213,1.0
214,0.0
215,1.0
216,0.0
217,1.0
218,0.0
219,1.0
220,1.0
221,0.0
222,1.0
223,0.0
224,1.0
225,0.0
226,0.0
227,1.0
228,0.0
229,0.0
230,1.0
231,0.0
232,1.0
233,0.0
234,1.0
235,0.0
236,0.0
237,1.0
238,0.0
239,0.0
240,1.0
241,0.0
242,1.0
243,1.0
244,0.0
245,0.0
246,0.0
247,1.0
248,0.0
249,1.0
250,1.0
251,0.0
252,1.0
253,0.0
254,1.0
255,0.0
256,0.0
257,0.0
258,1.0
259,0.0
260,0.0
261,1.0
262,1.0
263,1.0
264,0.0
265,1.0
266,0.0
267,1.0
268,1.0
269,1.0
270,1.0
271,0.0
272,1.0
273,0.0
274,0.0
275,1.0
276,1.0
277,0.0
278,1.0
279,0.0
280,0.0
281,0.0
282,1.0
283,0.0
284,1.0
285,0.0
286,1.0
287,0.0
288,0.0
289,0.0
290,1.0
291,0.0
292,0.0
293,1.0
294,0.0
295,1.0
296,0.0
297,1.0
298,1.0
299,0.0
300,1.0
301,1.0
302,0.0
303,1.0
304,0.0
305,1.0
306,0.0
307,1.0
308,0.0
309,1.0
310,0.0
311,1.0
312,1.0
313,0.0
314,1.0
315,0.0
316,1.0
317,0.0
318,1.0
319,0.0
320,1.0
321,1.0
322,0.0
323,1.0
324,0.0
325,1.0
326,0.0
327,1.0
328,1.0
329,1.0
330,0.0
331,1.0
332,1.0
333,0.0
334,1.0
335,0.0
336,0.0
337,0.0
338,1.0
339,0.0
340,1.0
341,0.0
342,1.0
343,1.0
344,1.0
345,0.0
346,1.0
347,1.0
348,0.0
349,1.0
350,0.0
351,1.0
352,0.0
353,1.0
354,0.0
355,0.0
356,1.0
357,0.0
358,1.0
359,0.0
360,0.0
361,1.0
362,0.0
363,0.0
364,1.0
365,0.0
366,1.0
367,0.0
368,1.0
369,0.0
370,0.0
371,1.0
372,1.0
373,1.0
374,0.0
375,0.0
376,1.0
377,1.0
378,0.0
379,0.0
380,1.0
381,0.0
382,1.0
383,0.0
384,1.0
385,0.0
386,1.0
387,0.0
388,1.0
389,0.0
390,0.0
391,1.0
392,0.0
393,1.0
394,1.0
395,0.0
396,0.0
397,1.0
398,0.0
399,1.0
400,0.0
401,0.0
402,1.0
403,0.0
404,1.0
405,0.0
406,0.0
407,1.0
408,1.0
409,0.0
410,0.0
411,0.0
412,1.0
413,0.0
414,0.0
415,1.0
416,0.0
417,1.0
418,0.0
419,1.0
420,0.0
421,0.0
422,0.0
423,0.0
424,1.0
425,0.0
426,0.0
427,1.0
428,1.0
429,0.0
430,1.0
431,0.0
432,1.0
433,1.0
434,1.0
435,0.0
436,1.0
437,1.0
438,0.0
439,1.0
440,1.0
441,1.0
442,0.0
443,1.0
444,0.0
445,1.0
446,0.0
447,1.0
448,0.0
449,1.0
450,0.0
451,1.0
452,0.0
453,1.0
454,1.0
455,0.0
456,0.0
457,1.0
458,0.0
459,1.0
460,0.0
461,0.0
462,1.0
463,1.0
464,1.0
465,0.0
466,1.0
467,0.0
468,0.0
469,1.0
470,1.0
471,0.0
472,0.0
473,1.0
474,0.0
475,1.0
476,1.0
477,0.0
478,1.0
479,0.0
480,1.0
481,1.0
482,1.0
483,0.0
484,1.0
485,0.0
486,1.0
487,1.0
488,0.0
489,1.0
490,0.0
491,0.0
492,1.0
493,0.0
494,1.0
495,0.0
496,1.0
497,0.0
498,0.0
499,1.0
500,0.0
501,1.0
502,1.0
503,0.0
504,0.0
505,1.0
506,1.0
507,0.0
508,0.0
509,1.0
510,0.0
511,1.0
512,0.0
513,1.0
514,1.0
515,0.0
516,1.0
517,0.0
518,1.0
519,0.0
520,1.0
521,0.0
522,1.0
523,0.0
524,0.0
525,1.0
526,0.0
527,1.0
528,0.0
529,1.0
530,0.0
531,1.0
532,1.0
533,0.0
534,1.0
535,1.0
536,0.0
537,1.0
538,0.0
539,1.0
540,0.0
541,1.0
542,0.0
543,1.0
544,0.0
545,1.0
546,1.0
547,0.0
548,1.0
549,0.0
550,1.0
551,0.0
552,1.0
553,0.0
554,1.0
555,0.0
556,1.0
557,1.0
558,0.0
559,1.0
560,0.0
561,1.0
562,0.0
563,1.0
564,1.0
565,1.0
566,0.0
567,0.0
568,1.0
569,0.0
570,1.0
571,0.0
572,1.0
573,0.0
574,1.0
575,0.0
576,1.0
577,0.0
578,0.0
579,1.0
580,0.0
581,1.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,1.0
588,0.0
589,1.0
590,1.0
591,0.0
592,0.0
593,0.0
594,1.0
595,0.0
596,1.0
597,0.0
598,1.0
599,0.0
600,1.0
601,0.0
602,0.0
603,1.0
604,0.0
605,1.0
606,0.0
607,1.0
608,0.0
609,1.0
610,0.0
611,1.0
612,0.0
613,0.0
614,0.0
615,1.0
616,0.0
617,1.0
618,1.0
619,0.0
620,1.0
621,0.0
622,1.0
623,1.0
624,1.0
625,0.0
626,0.0
627,1.0
628,0.0
629,1.0
630,1.0
631,0.0
632,0.0
633,1.0
634,0.0
635,1.0
636,0.0
637,1.0
638,1.0
